@relation MyTestRelation

@attribute class {joy,trust,vigour,anger,confusion,fear,anticipation,depression,surprise,fatigue,tension,disgust}			
@attribute tweetcontent string

@data
surprise,'Loyal courtier of Congress’ royal dynasty admits what the nation already knew- Congress was unwilling to respond to forces of terror.\n\nThis is a New India- we will answer terrorists in a language they understand and with interest! https://t.co/Mul4LIbKb5'
joy,'The most trusted advisor and guide of the Congress President has kick-started the Pakistan National Day celebrations on behalf of the Congress, ironically by demeaning India’s armed forces.\n\nShame! https://t.co/puSjTK8Y4x'
joy,'#Kesari has released...\nSo I\'m hiding in the bushes ?\nCatch me if you can in cinemas Worldwide? https://t.co/xH0A7YwuXr'
joy,'The simplest way to save water is to opt for just as much as you need. On #WorldWaterDay, let us pledge to save water with #CuttingPaani 2.0, a @livpurewater\'s initiative. Know more: https://t.co/LwTza3xSXc https://t.co/Fx1ibheQOr'
joy,'Best wishes to Shri @jualoram Ji on his birthday. He has been working assiduously towards improving the lives of tribal communities across India. I pray for his long and healthy life.'
trust,'Welcome to The Bumble Fund, @serenawilliams! We’re very lucky to have you on board ? @bumble\n\nhttps://t.co/lIP7WqOG9C'
joy,'T 3126 -\' Persian couplets Khusro eulogises Holi: \n‘Meen an shaad munbilam, zeest iz’ har soo rang-o-ilam’ – \n\nI’m ecstatic because there’s a riot of colours everywhere. \''
joy,'The success of every athlete who participated in the Special Olympics World Games will motivate countless other sportpersons to pursue and excel on the sports field. I would also like to congratulate the families and coaches of the medal winners for their invaluable support.'
trust,'Today is a proud day for India! \n\nOur contingent at the Special Olympics World Games Abu Dhabi has won a historic 368 medals including 85 Golds. \n\nCongratulations to all the medalists. Their fortitude and accomplishments inspire millions. @WorldGamesAD #MeetTheDetermined'
trust,'The truth always prevails. \n\nFake news driven by mischief and fake narratives driven by votebank politics stand shattered. https://t.co/9a7WrmzYR7'
anticipation,'Thank you Varun :) Hope you like it https://t.co/uotxSuAe1D'
joy,'Happy holi to everyone celebrating...Today, India is one giant, colorful street party! Holi is so vibrant and https://t.co/ApmQt9pYbc. There’s something magical about neighbours and neighbourhoods coming together over with food, music and gulaal!\n\nhttps://t.co/UvGVU04937 https://t.co/x55B9BhWk1'
joy,'Colours of Holi, flavours of music, a catchy tune and lots of Chowkidars...delight to watch! https://t.co/xOCWJo59bt'
joy,'Happy Holi to the energetic Chowkidars in Banda. \n\nMy best wishes to you all. https://t.co/A9Sq360CL3'
joy,'Extremely adorable! \n\nExuberant young Chowkidars these... https://t.co/5SUgGpddng'
vigour,'Off to Chennai ?? #teamrcb #ipl https://t.co/Ule0QI3Igj'
joy,'RT @StayWrogn: Hands up, and prepare to scream with joy. It\'s the festival of colours, and @imVkohli\'s ready with the first shots! #HappyHo…'
joy,'Wishing you a very Happy and Safe Holi! ?\n #HappyHoli'
vigour,'Thank you ?? https://t.co/Qcu2trepQg'
trust,'RT @mrsfunnybones: A moving story of extraordinary courage with some kick-ass action -my absolutely biased opinion :) I really really didn’…'
vigour,'Thank you Guru bhai ?? https://t.co/U5W2PlRaP1'
vigour,'Thank you :) https://t.co/DndDXmhECz'
vigour,'Thank you so much ?? https://t.co/OylFHkr299'
vigour,'Thank you :) https://t.co/GkbRFZ0BF6'
vigour,'That’s really kind of you, thank you Arjun ?? https://t.co/NcBMcBpQ4F'
joy,'Best wishes for your new song, ”ASIA” my friend, @DJBravo47 !?? https://t.co/Hidq5p1vUB'
joy,'All the shades of love, come alive this #Holi! #VeMaahi, song out - https://t.co/DuV9Z3DaES\n\n@ParineetiChopra @SinghAnurag79 @karanjohar @apoorvamehta18 @SunirKheterpal @DharmaMovies #CapeOfGoodFilms @iAmAzure @ZeeStudios_ @ZeeMusicCompany #ArijitSingh @AseesKaur @tanishkbagchi'
joy,'Navroz Mubarak! \n\nPraying for a year filled with peace and prosperity. \n\nMay everyone be happy and be blessed with good health.'
joy,'Happy Holi to everyone! Let’s celebrate the vibrant hues, the beautiful relationships and the joyous laughter. Here’s a glimpse of my Holi with some of my friends at @MuveAcoustics ? #Holi2019 #MuveAcoustics #MajorFrenzyFeels\nCheck out the link below -\nhttps://t.co/TXov9mP6vi https://t.co/N1XfnZ1y91'
joy,'This Holi, witness the shades of bravery on the big screens. #Kesari in cinemas now! #RangDeKesari \nhttps://t.co/3XndVtcKUJ\nhttps://t.co/7SzZ28HTtw https://t.co/qNvLs9AlJj'
trust,'May this Holi add more colors to your life. Wishing you all a very #HappyHoli and Navroz Mubarak as well :)'
joy,'May the spirit and colors of Holi fill you with happiness, peace and love. Happy Holi beautiful people. #HappyHoli'
joy,'T 3125 - Be it the middle of the morning or the late of night, work takes one to its ultimate need - finish your work and then only then shall there be reason to be crabbity  !'
vigour,'Thank you for the unwavering faith. https://t.co/zvIs80HtRy'
trust,'RT @arunjaitley: Agenda 2019 – Part-10 (Final) : Why Agriculture, Rural Development and Healthcare Require a GST Council Type Structure?…'
joy,'Heartiest congratulations to AVSM Air Marshal M Baladitya on receiving the Ati Vishisht Seva Medal by Hon’ble President of India yesterday. Have fond memories of him from the time he was the manager of the Indian Cricket Team. https://t.co/0yp3lKLDL3'
trust,'Was a joy shooting for this, #PureFun! \nCheck out the new Shyam Steel ad for their TMT bars made from #PureSteel.\n@AnushkaSharma @shyamsteel\n#PureLove #ShyamSteel #TMT https://t.co/f9K9X7jhy3'
joy,'Having a wonderful interaction with Chowkidars from across India. Join. https://t.co/UWeyAVtOIH'
joy,'Looking forward to interacting with over 25 lakh Chowkidars via audio bridge. The interaction begins at 4:30. Join the interaction on the NaMo App.'
joy,'Great press conference yesterday! Now all eyes set on the season opener on the 24th March at the Wankhede. @mumbaiindians\n#OneFamily https://t.co/GMAALEeSLJ'
joy,'With hardwork & dedication anything is possible! What Ameya Bhagwat has been able to achieve since my last meeting with him 2 years ago at the @IDBIFed Mumbai Half Marathon is truly inspiring.\nKudos to you and keep it up!??\n\n#WednesdayWorkOut https://t.co/9JSRvOxVr5'
joy,'Kal se #RangDeKesari! #Kesari in cinemas TOMORROW!\nhttps://t.co/3XndVsV9w9\nhttps://t.co/7SzZ28Zul4\n\n@ParineetiChopra @SinghAnurag79 @karanjohar @apoorvamehta18 @SunirKheterpal @DharmaMovies #CapeOfGoodFilms @iAmAzure @ZeeStudios_ https://t.co/ALAC08Bt1t'
joy,'The biggest casualty of dynastic politics are institutions. \n\nFrom the press to Parliament.\n\nFrom soldiers to free speech.\n\nFrom the Constitution to the courts.\n\nNothing is spared. \n\nSharing some thoughts. \n\nhttps://t.co/nnRCNcht8e'
joy,'Was fun to have you around yesterday skip ? @chetrisunil11 #topguy #cricketmeetsfootball https://t.co/sUzZ2xxAgF'
joy,'T 3124 - Vivek Sharma directed BhootNath for me , now writes a book .. my best wishes to him .. \n\"Mohabbat Urdu hai \" https://t.co/575vRIAJDQ'
anger,'RT @DharmaMovies: The 21 fearless Sikhs are all set for the battle! Are you? \nBook your tickets now - https://t.co/6IZUL8iV6V\nhttps://t.co/…'
joy,'RT @TheView: COMING UP ON @TheView: @priyankachopra joins the table to dish on her new special #JustOneThing! https://t.co/f9KHFqji9t'
trust,'Rich in facts and high on detail, this sharp and insightful piece by @arunjaitley Ji presents an accurate picture of the transformation in the last five years.\n\nIt also gives a befitting reply to the spreaders of fake news and narratives. \n\nDo read and share. https://t.co/OIJVPMNi7l'
joy,'Gallantry Awards and Distinguished Service Decorations were conferred upon outstanding people who have been serving India with utmost courage. \n\nHere are pictures from today’s ceremony. https://t.co/4Rru0UDuv5'
trust,'When the nation\'s Nari Shakti pledges support, rest assured India is in safe hands.\n\nLooking forward to seeing you all during the interaction with Chowkidars on the 31st of this month at 5 PM. https://t.co/fvLofQCMHp'
trust,'This made my day! \n\nHumbled, and grateful to Sheila Ji. https://t.co/CEBbIC54PW'
joy,'I salute your mother\'s will power and thank her for the blessings, which give us great strength. https://t.co/IPRQwEMlgJ'
trust,'Admire the spirit and confidence! Please convey my regards to your mother. https://t.co/VypEZCSfNM'
joy,'It\'s time to bring the missing chapter of history to the big screen.#Kesari in cinemas this #Thursday!https://t.co/3XndVtcKUJ\nhttps://t.co/7SzZ28HTtw\n\n@ParineetiChopra @SinghAnurag79 @karanjohar @apoorvamehta18 @SunirKheterpal @DharmaMovies #CapeOfGoodFilms @iAmAzure @ZeeStudios_ https://t.co/xU7cREHqzF'
trust,'Always a treat to meet the Jawans from @BSF_India . Their training, passion and enthusiasm is top-notch, always a learning experience. https://t.co/HdMSVSdJhX'
joy,'Another reason to @StayWrogn now! ? Feels great to be sporting #WROGN both on and off the field. ?? @RCBTweets #StayWrogn #IPL2019 #PlayBold #RCBBoldArmy #RCB https://t.co/VVTZrObY3B'
trust,'Aap ki Holi #Kesari rang ne, aa rahe hain @ParineetiChopra aur main. So be ready all day tomorrow, only on @radiomirchi with @MirchiRJNaved! #MirchiBanaKesari https://t.co/1cZ812zAc4'
joy,'Best wishes to Dr. Pramod Sawant and his team as they begin their journey towards fulfilling the dreams of the people of Goa. I am sure they will build on the work done in the last few years and boost Goa’s growth trajectory.'
trust,'Privileged to have started the day with such a heartfelt interview at my favourite place in Delhi, the Red Fort with @sudhirchaudhary . This is a special one for #Kesari, coming up tonight on @ZeeNews https://t.co/WvCRomVEe2'
vigour,'T 3123 - Another quiz on #Badla .. in his entire presence Badal Gupta is fluent in his speech and debate .. BUT at one point in the film he STUTTERS .. where does he do that and WHY .. ?\nProduction is trying to think up of a reward for the winner !'
vigour,'T 3123 - Thank you FOR  #Badla  .. but I have a quiz  ; seen my promo  designed by me & developed & composed by dear friends music director duo #Rohan #Vinayak .. \nWHAT ARE THOSE ENGLISH VOICES YOU HEAR .. AND WHY ..?\n: https://t.co/vp889qvPDp'
joy,'T 3123 - My dedicated Ef compile for posterity .. a journey that they see .. Coky Ef from Egypt, puts together some links .. thank you ??\n\nhttps://t.co/nk9xdveqjy\nhttps://t.co/gObPp9woqd\nhttps://t.co/a1K2QjHgsZ\nhttps://t.co/skkexrrD1J\nhttps://t.co/pAC4gNnY1M'
joy,'T 3123 - My compliments and wishes to the storehouse of abundant talent - Shefali Shah and her film .. ??\n\nhttps://t.co/0OeGbzdoGq'
joy,'Belated happy birthday @ToranjKayvon may your positivity manifest loads of success this year in all that you do. Have a super year ! https://t.co/7TBRXXaZ96'
joy,'Well done Hari! Thank you for sharing this.\n\nWishing you a happy birthday as well! :) https://t.co/v78gc17lDj'
joy,'Happy to see young Chowkidar Navya take the lead and show remarkable passion towards India\'s development. https://t.co/oB7x325Tfi'
joy,'Great! \n\nBest wishes to the youngsters. https://t.co/Z3c2iLBdV6'
joy,'Saksham is full of vibrancy! \n\nHappy to see the energy. https://t.co/kKfgq83nxb'
trust,'Guided by the Mantra of ‘Reform to Transform’, the NDA Government has taken bold and futuristic decisions that have boosted the economy and rewarded the honest citizens of India. https://t.co/KjFhHd6WkC'
trust,'No matter how many times in a year I come here, Delhi is always ready with a warm welcome ?? A big thank you from Team #Kesari ?? https://t.co/zzNGu3Ydpk'
joy,'Iss #Holi, #RangDeKesari! Just 3 days to go. Book your tickets now - https://t.co/aKHpdmR3YZ\n\n@ParineetiChopra @SinghAnurag79 @karanjohar @apoorvamehta18 @SunirKheterpal @DharmaMovies #CapeOfGoodFilms @iAmAzure @ZeeStudios_ https://t.co/zZoXyzcBAM'
joy,'Paid tributes to my friend Shri Manohar Parrikar. \n\nHe personified humility, simplicity and compassion. \n\nThe good work he has done will be remembered for years to come. https://t.co/AX2o3yJZHe'
joy,'Great to be back at the Chinnaswamy for another season with @RCBTweets. ? Can’t wait to be on the field! ?? #PlayBold #IPL2019 https://t.co/2Bl7oGY2qE'
joy,'And the award for the least surprising news of the day goes to... https://t.co/B1zHFWrDbg'
joy,'RT @eziomauro: Disastro capitale: Roma affonda tra incapacità e scandali | Rep https://t.co/zRQ74Pyntj @repubblica'
trust,'RT @NicolleDWallace: I’m grateful to have had the job “getting the shit kicked out of me” for as many years as I had it. Trumps “war on the…'
joy,'RT @InstaNewsAlerts: #Egypt is presenting a proposal to #Hamas which includes understandings for a truce with #Israel to be in effect for o…'
joy,'RT @Tejaswini7: I\'m waiting for TV9\'s costumes! Balakot made them go bonkers with attire. Now, will it be \"Antariksham\" movie set for TV9 n…'
joy,'RT @ladbible: Man who tortured dog sentenced to 10 years in prison and will be deported. Justice. https://t.co/G3BJaepwkL https://t.co/DEU5…'
joy,https://t.co/QFAGZBER2z
